Clean_SMILES,pActivity,MolObject
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@H]4C[C@H]43)c2)cn1,9.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7ff64dca8900>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)S[C@@]4(CF)C[C@H]43)c2)cn1,9.57186520597121,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc91ee0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)S[C@@]4(CO)C[C@H]43)c2)cn1,9.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x7ff64dcaa6c0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)S[C@H]4C[C@H]43)c2)c(C)n1,8.903089986991944,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc77d10>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)S[C@H]4C[C@H]43)c2)cn1,9.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x7ff64dcb8cf0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@H]4[C@H]3C4(F)F)c2)c(C)n1,8.363512103646634,<rdkit.Chem.rdchem.Mol object at 0x7ff64dca9000>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C#N)C[C@H]43)c2)cn1,9.575118363368933,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc91d90>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCCC5)C[C@H]43)c2)cn1,9.443697499232712,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc93ae0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOCC5)C[C@H]43)c2)cn1,9.415668775632469,<rdkit.Chem.rdchem.Mol object at 0x7ff64dca87b0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC(C)(C)C)C[C@H]43)c2)cn1,9.531652669587842,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc92810>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC(C)(C)CF)C[C@H]43)c2)cn1,9.053056729302174,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc75150>
